Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location
9/25/2003,9/26/2003,Sweetbirch Dr,Rockville,MD,20853,Comcast,,,1,,1,,,,,,,,Complaint,"Sweetbirch Dr
Rockville, MD 20853"
9/25/2003,9/26/2003,Garrett Rd,Derwood,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Garrett Rd
Derwood, MD 20855"
9/25/2003,9/26/2003,Poplar Av,Takoma Park,MD,20912,Starpower,,,1,,1,,,,,,,,Complaint,"Poplar Av
Takoma Park, MD 20912"
9/25/2003,9/25/2003,Grist Mill Dr,Rockville,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Grist Mill Dr
Rockville, MD 20855"
9/25/2003,9/26/2003,Outpost Dr,North Potomac,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Outpost Dr
North Potomac, MD 20878"
9/25/2003,9/26/2003,Roman Wy,Montgomery Village,MD,20886,Comcast,,,1,,,,,,,,,,Complaint,"Roman Wy
Montgomery Village, MD 20886"
9/25/2003,9/26/2003,Baltimore Av,Takoma Park,MD,20912,Starpower,,,1,,1,,,,,,,,Complaint,"Baltimore Av
Takoma Park, MD 20912"
9/25/2003,9/25/2003,Georgian Woods Pl #13,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Georgian Woods Pl #13
Silver Spring, MD 20902"
9/25/2003,9/25/2003,Park View Rd,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Park View Rd
Chevy Chase, MD 20815"
9/25/2003,9/29/2003,Bradley Blvd,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Bradley Blvd
Bethesda, MD 20817"
9/25/2003,9/26/2003,Prairie Landing Ter,North Potomac,MD,20878,Comcast,1,,,,1,,,,,,,,Complaint,"Prairie Landing Ter
North Potomac, MD 20878"
9/25/2003,9/26/2003,Joliet St,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Joliet St
Silver Spring, MD 20906"
9/25/2003,9/25/2003,Ashley Dr,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Ashley Dr
Rockville, MD 20852"
9/25/2003,9/26/2003,Carson Pl,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Carson Pl
Silver Spring, MD 20901"
9/25/2003,9/29/2003,Piney Branch Rd,Takoma Park,MD,20912,Starpower,1,,,,,,,,,,,,Complaint,"Piney Branch Rd
Takoma Park, MD 20912"
9/25/2003,9/25/2003,Astoria Rd,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Astoria Rd
Kensington, MD 20895"
9/25/2003,9/26/2003,Hickory Av,Takoma Park,MD,,Starpower,,1,,1,,,,,,,,,Complaint,"Hickory Av
Takoma Park, MD"
9/26/2003,9/26/2003,Knoll Mist Ln,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Knoll Mist Ln
Gaithersburg, MD 20879"
9/26/2003,9/26/2003,Orleans Ter,Kensington,MD,20895,Comcast,,,,,,,,,,,,1,Complaint,"Orleans Ter
Kensington, MD 20895"
9/26/2003,10/16/2003,Rosewood Manor Ln,Gaithersburg,MD,20882,Comcast,1,,1,,,,,,,,,,Complaint,"Rosewood Manor Ln
Gaithersburg, MD 20882"
9/26/2003,9/26/2003,Hiawatha Ln,Derwood,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Hiawatha Ln
Derwood, MD 20855"
9/26/2003,9/26/2003,Long Green Dr,Silver Spring,MD,20906,Comcast,,,1,,1,,,,,,,,Complaint,"Long Green Dr
Silver Spring, MD 20906"
9/26/2003,9/26/2003,Smithy Ct,North Potomac,MD,20878,Comcast,,,1,,1,,,,,,,,Complaint,"Smithy Ct
North Potomac, MD 20878"
9/26/2003,10/3/2003,Water St,Gaithersburg,MD,20877,Comcast,,,,,1,,,,,,,,Complaint,"Water St
Gaithersburg, MD 20877"
9/26/2003,9/26/2003,Parkland Dr,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Parkland Dr
Rockville, MD 20853"
9/26/2003,9/26/2003,Gentlewood St,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Gentlewood St
Gaithersburg, MD 20878"
9/26/2003,9/26/2003,London Bridge Dr,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"London Bridge Dr
Silver Spring, MD 20906"
9/26/2003,9/26/2003,Solitaire Ct,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Solitaire Ct
Gaithersburg, MD 20878"
9/26/2003,9/26/2003,Musgrove Rd,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Musgrove Rd
Silver Spring, MD 20904"
9/26/2003,9/26/2003,Rannoch Rd,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Rannoch Rd
Bethesda, MD 20817"
9/26/2003,9/26/2003,Overhill Rd,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Overhill Rd
Bethesda, MD 20817"
9/26/2003,9/26/2003,Woodhollow Dr,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Woodhollow Dr
Chevy Chase, MD 20815"
9/29/2003,10/14/2003,Sonoma Rd,Bethesda,MD,20817,Comcast,1,,,,,,,1,,,,,Complaint,"Sonoma Rd
Bethesda, MD 20817"
9/29/2003,10/1/2003,Woodmont Av #920,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Woodmont Av #920
Bethesda, MD 20814"
9/29/2003,10/1/2003,Anamosa Dr,Derwood,MD,20855,Comcast,1,,,1,,,,,,,,,Complaint,"Anamosa Dr
Derwood, MD 20855"
9/29/2003,10/2/2003,16th St #716,Silver Spring,MD,20910,Comcast,,,1,,1,,,,,,,,Complaint,"16th St #716
Silver Spring, MD 20910"
9/29/2003,10/23/2003,Falls Chapel Ct,Potomac,MD,20854,Comcast,,,,,,1,,,,,,,Complaint,"Falls Chapel Ct
Potomac, MD 20854"
9/29/2003,10/14/2003,Greenside Ter,Montgomery Village,MD,20866,Comcast,,,1,,,,,,,,,,Complaint,"Greenside Ter
Montgomery Village, MD 20866"
9/29/2003,10/2/2003,Baltimore Rd #1,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Baltimore Rd #1
Rockville, MD 20853"
9/29/2003,10/3/2003,Crosswood Ct,Burtonsville,MD,20866,Comcast,1,,,,,,1,,,,,,Complaint,"Crosswood Ct
Burtonsville, MD 20866"
9/29/2003,10/3/2003,Waters Point Ln,Germantown,MD,20874,Comcast,,,,,1,,,,,,,,Complaint,"Waters Point Ln
Germantown, MD 20874"
9/29/2003,10/30/2003,Trafton Pl,Bethesda,MD,20817,Comcast,,,1,,,,,,,,,,Complaint,"Trafton Pl
Bethesda, MD 20817"
9/29/2003,10/17/2003,Quince Valley Dr,Gaithersburg,MD,20878,Comcast,1,,1,,,,,,,,,,Complaint,"Quince Valley Dr
Gaithersburg, MD 20878"
9/29/2003,10/7/2003,Glenbrook Rd,Bethesda,MD,20814,Comcast,,,,,,,,,,,,1,Complaint,"Glenbrook Rd
Bethesda, MD 20814"
9/29/2003,10/1/2003,Willington Dr,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Willington Dr
Silver Spring, MD 20904"
9/29/2003,10/9/2003,Chevy Chase Blvd,Chevy Chase,MD,20815,Comcast,,,1,,1,,,,,,,,Complaint,"Chevy Chase Blvd
Chevy Chase, MD 20815"
9/29/2003,10/2/2003,University Blvd W #1807,Silver Spring,MD,20902,Comcast,1,,,1,,,,,,,,,Complaint,"University Blvd W #1807
Silver Spring, MD 20902"
9/29/2003,10/9/2003,Glenmore Spring Rd,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Glenmore Spring Rd
Bethesda, MD 20817"
9/30/2003,11/21/2003,Hawkins Creamery Dr,Laytonsville,MD,20882,Comcast,,,,,,,,,1,,,,Complaint,"Hawkins Creamery Dr
Laytonsville, MD 20882"
9/30/2003,11/21/2003,Town Gate Ln,Bethesda,MD,20817,Comcast,,,1,,1,,,,,,,,Complaint,"Town Gate Ln
Bethesda, MD 20817"
9/30/2003,10/1/2003,St Andrews Wy,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"St Andrews Wy
Silver Spring, MD 20901"
9/30/2003,10/9/2003,Harrington Rd,Rockville,MD,20852,Comcast,1,,1,,1,,1,,,,,,Complaint,"Harrington Rd
Rockville, MD 20852"
9/30/2003,10/5/2003,Pinecrest Cir,Silver Spring,MD,20910,Starpower,,,1,,1,,,,,,,,Complaint,"Pinecrest Cir
Silver Spring, MD 20910"
9/30/2003,10/1/2003,Leeke Forest Ct,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Leeke Forest Ct
Bethesda, MD 20817"
9/30/2003,10/13/2003,Kenhowe Dr,Bethesda,MD,20817,Comcast,,,1,,1,,,,,,,,Complaint,"Kenhowe Dr
Bethesda, MD 20817"
9/30/2003,10/1/2003,Wildwood Dr,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Wildwood Dr
Takoma Park, MD 20912"
9/30/2003,10/3/2003,University Av,Glen Echo,MD,20812,Comcast,1,,,,,,,,,,,,Complaint,"University Av
Glen Echo, MD 20812"
9/30/2003,10/10/2003,Gue Rd,Damascus,MD,20872,Comcast,1,,,,,,,,,,,,Complaint,"Gue Rd
Damascus, MD 20872"
9/30/2003,10/2/2003,Pooks Hill Rd #1801 South,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Pooks Hill Rd #1801 South
Bethesda, MD 20814"
9/30/2003,10/30/2003,Quarry Ridge Wy,Bethesda,MD,20817,Comcast,,,,,,1,,,,,,,Complaint,"Quarry Ridge Wy
Bethesda, MD 20817"
9/30/2003,10/1/2003,Herkos Ct,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Herkos Ct
Bethesda, MD 20817"
10/1/2003,10/15/2003,Wild Ginger Pl,Montgomery Village,MD,20886,Comcast,,1,,,1,,,,,,,,Complaint,"Wild Ginger Pl
Montgomery Village, MD 20886"
10/1/2003,10/31/2003,Park Av,Bethesda,MD,20816,Comcast,,,1,1,1,,,,,,,,Complaint,"Park Av
Bethesda, MD 20816"
10/1/2003,10/16/2003,Hidden Hill Ln,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Hidden Hill Ln
Potomac, MD 20854"
10/1/2003,10/2/2003,Warbler Ln,Rockville,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Warbler Ln
Rockville, MD 20855"
10/1/2003,10/7/2003,Park Ln,Bethesda,MD,20814,Comcast,1,,1,,1,,,,,,,,Complaint,"Park Ln
Bethesda, MD 20814"
10/1/2003,10/14/2003,Thayer Av,Silver Spring,MD,20910,Comcast,,,,,,,,,,,,1,Complaint,"Thayer Av
Silver Spring, MD 20910"
10/1/2003,10/10/2003,Sisson St,Silver Spring,MD,20902,Comcast,,,1,,,,,,,,,,Complaint,"Sisson St
Silver Spring, MD 20902"
10/1/2003,10/6/2003,Shadyside Ln,Germantown,MD,20874,Comcast,1,,,,1,,,,,,,,Complaint,"Shadyside Ln
Germantown, MD 20874"
10/1/2003,10/15/2003,Bartlett St,Rockville,MD,20853,Comcast,,,1,,,,,,,,,,Complaint,"Bartlett St
Rockville, MD 20853"
10/1/2003,10/2/2003,Coddle Harbor Ln,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Coddle Harbor Ln
Potomac, MD 20854"
10/1/2003,10/2/2003,Keating St,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Keating St
Rockville, MD 20853"
10/1/2003,10/15/2003,Tanbark Wy,Brinklow,MD,20862,Comcast,1,,,,,,,,,,,,Complaint,"Tanbark Wy
Brinklow, MD 20862"
10/1/2003,10/10/2003,Overlook Dr,Silver Spring,MD,20903,Comcast,,,,,,,1,,,,,,Complaint,"Overlook Dr
Silver Spring, MD 20903"
10/1/2003,10/15/2003,Bagruder Mill Ct,Bethesda,MD,20817,Comcast,,,1,,,,,,,,,,Complaint,"Bagruder Mill Ct
Bethesda, MD 20817"
10/2/2003,10/7/2003,Deerwater Dr,Germantown,MD,20874,Comcast,1,,1,,,,,,,,,,Complaint,"Deerwater Dr
Germantown, MD 20874"
10/2/2003,10/10/2003,Braxfield Ct #11,Rockville,MD,20852,Comcast,1,,,,1,,,,,,,,Complaint,"Braxfield Ct #11
Rockville, MD 20852"
10/2/2003,10/28/2003,East Gate Dr,Wheaton,MD,20902,Comcast,,,,,,1,,,,,,,Complaint,"East Gate Dr
Wheaton, MD 20902"
10/2/2003,10/2/2003,Manor House Ter,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Manor House Ter
Rockville, MD 20853"
10/2/2003,10/2/2003,Kuhl Rd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Kuhl Rd
Silver Spring, MD 20902"
10/2/2003,10/2/2003,Leeke Forest Ct,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Leeke Forest Ct
Bethesda, MD 20817"
10/3/2003,10/3/2003,Maiden Ln,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Maiden Ln
Bethesda, MD 20817"
10/3/2003,10/3/2003,Henslowe Dr,Rockville,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Henslowe Dr
Rockville, MD 20854"
10/3/2003,10/15/2003,Broken Oak Rd,Boyds,MD,20841,Comcast,,,1,,1,,,,,,,,Complaint,"Broken Oak Rd
Boyds, MD 20841"
10/3/2003,10/3/2003,Harding Ln,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Harding Ln
Silver Spring, MD 20905"
10/6/2003,11/8/2003,Dunnavant Dr,Gaithersburg,MD,20882,Comcast,1,,1,,,,,,,,,,Complaint,"Dunnavant Dr
Gaithersburg, MD 20882"
10/6/2003,10/14/2003,Downer Dr,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Downer Dr
Silver Spring, MD 20906"
10/6/2003,10/10/2003,Downer Dr,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Downer Dr
Silver Spring, MD 20906"
10/6/2003,10/6/2003,Inman Cir #300,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Inman Cir #300
Rockville, MD 20852"
10/6/2003,10/27/2003,Nolan Dr,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Nolan Dr
Rockville, MD 20850"
10/6/2003,10/21/2003,Stringtown Rd,Clarksburg,MD,20871,Comcast,,,1,,,,,,,,,,Complaint,"Stringtown Rd
Clarksburg, MD 20871"
10/8/2003,10/10/2003,Goya Dr,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Goya Dr
Potomac, MD 20854"
10/8/2003,10/10/2003,Hillsboro Dr,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,1,Complaint,"Hillsboro Dr
Silver Spring, MD 20902"
10/8/2003,10/10/2003,Flag Harbor Dr,Germantown,MD,20874,Comcast,,,1,,,,,,,,,,Complaint,"Flag Harbor Dr
Germantown, MD 20874"
10/8/2003,10/9/2003,Greenel Rd,Damascus,MD,20872,Comcast,1,,,,,,1,,,,,,Complaint,"Greenel Rd
Damascus, MD 20872"
10/8/2003,10/13/2003,Paprika Ct,Germantown,MD,20874,Comcast,,,,,1,,,,,,,,Complaint,"Paprika Ct
Germantown, MD 20874"
10/9/2003,10/10/2003,Chesnut St #311,Gaithersburg,MD,20877,Comcast,1,,,,,,,,,,,,Complaint,"Chesnut St #311
Gaithersburg, MD 20877"
10/9/2003,10/13/2003,Georgea Av,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Georgea Av
Silver Spring, MD 20902"
10/10/2003,11/20/2003,Sprinklewood Ln,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Sprinklewood Ln
Potomac, MD 20854"
10/10/2003,11/22/2003,Hamilton Spring Rd,Bethesda,MD,20817,Comcast,,,1,,,,,,,,,,Complaint,"Hamilton Spring Rd
Bethesda, MD 20817"
10/10/2003,10/13/2003,Chatsworth Ln,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Chatsworth Ln
Bethesda, MD 20814"
10/13/2003,10/20/2003,Dowden Cr,Poolesville,MD,20837,Comcast,,1,,,,,,,,,,,Complaint,"Dowden Cr
Poolesville, MD 20837"
10/14/2003,12/3/2003,Goldleaf Dr,Bethesda,MD,20817,Comcast,1,,,,1,,,,,,,,Complaint,"Goldleaf Dr
Bethesda, MD 20817"
10/14/2003,10/17/2003,Redland Blvd,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Redland Blvd
Rockville, MD 20850"
10/14/2003,10/16/2003,Chadwick Ln,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Chadwick Ln
Rockville, MD 20853"
10/14/2003,10/16/2003,Garland Av #1,Takoma Park,MD,20912,Starpower,1,,,,,,1,,,,,,Complaint,"Garland Av #1
Takoma Park, MD 20912"
10/14/2003,11/20/2003,Beechbark Rd,Silver Spring,MD,20910,Comcast,,1,,,1,,,,,,,,Complaint,"Beechbark Rd
Silver Spring, MD 20910"
10/14/2003,10/15/2003,Crossfield Ct #11,Rockville,MD,20852,Comcast,,,,1,,,,,,,,,Complaint,"Crossfield Ct #11
Rockville, MD 20852"
10/14/2003,10/30/2003,Village Ln,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Village Ln
Silver Spring, MD 20906"
10/14/2003,10/20/2003,N Park Av #1005,Chevy Chase,MD,20815,Comcast,,,,,1,,,,,,,,Complaint,"N Park Av #1005
Chevy Chase, MD 20815"
10/14/2003,10/23/2003,Bradley Blvd,Bethesda,MD,20817,Comcast,,,1,,1,,,,,,,,Complaint,"Bradley Blvd
Bethesda, MD 20817"
10/14/2003,10/15/2003,S  Fallsmead Wy,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"S Fallsmead Wy
Potomac, MD 20854"
10/14/2003,11/7/2003,N Leisure World Blvd #214,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"N Leisure World Blvd #214
Silver Spring, MD 20906"
10/14/2003,10/21/2003,Olympic St,Silver Spring,MD,20906,Comcast,,1,1,,,,,,,,,,Complaint,"Olympic St
Silver Spring, MD 20906"
10/15/2003,10/22/2003,Rannock Rd,Bethesda,MD,20817,Comcast,,,,,,,,,,,,1,Complaint,"Rannock Rd
Bethesda, MD 20817"
10/15/2003,11/16/2003,Norbeck Square Dr,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Norbeck Square Dr
Rockville, MD 20853"
10/16/2003,4/9/2004,Willowdale Dr #13,Frederick,MD,21702,Comcast,1,,,,,,,,,,,,Complaint,"Willowdale Dr #13
Frederick, MD 21702"
10/16/2003,10/17/2003,Milroy Pl,Bethesda,MD,20814,Starpower,1,,,,,,,,,,,,Complaint,"Milroy Pl
Bethesda, MD 20814"
10/16/2003,10/16/2003,Manchester Rd #208,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Manchester Rd #208
Silver Spring, MD 20901"
10/16/2003,10/16/2003,Gatewood Pl,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Gatewood Pl
Silver Spring, MD 20903"
10/16/2003,10/23/2003,Spurrier Av,Poolesville,MD,20837,Comcast,,,1,,,,,,,,,,Complaint,"Spurrier Av
Poolesville, MD 20837"
10/16/2003,10/27/2003,Brickyard Rd,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Brickyard Rd
Potomac, MD 20854"
10/16/2003,10/22/2003,Potomac View Dr,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Potomac View Dr
Potomac, MD 20854"
10/17/2003,1/2/2004,Redland Blvd #401,Rockville,MD,20850,Comcast,,,1,,1,,,,,,,,Complaint,"Redland Blvd #401
Rockville, MD 20850"
10/17/2003,11/13/2003,Redgate Dr,Silver Spring,MD,20905,Comcast,,,,,,,,,,,,1,Complaint,"Redgate Dr
Silver Spring, MD 20905"
10/17/2003,10/24/2003,Crest Park Dr,Silver Spring,MD,20903,Comcast,,,1,,1,,,,,,,,Complaint,"Crest Park Dr
Silver Spring, MD 20903"
10/17/2003,11/21/2003,Wisconsin Av #1116,Bethesda,MD,20814,Comcast,,,1,,1,,,,,,,,Complaint,"Wisconsin Av #1116
Bethesda, MD 20814"
10/20/2003,10/30/2003,Delford Av,Silver Spring,MD,20904,Comcast,,1,,,,,,,,,,,Complaint,"Delford Av
Silver Spring, MD 20904"
10/20/2003,11/14/2003,Jones Lane,North Potomac,MD,20878,Comcast,,,1,,,,,,,,,,Complaint,"Jones Lane
North Potomac, MD 20878"
10/20/2003,10/28/2003,Popular Hill Rd,Darnestown,MD,20874,Comcast,1,,,,1,,,,,,,,Complaint,"Popular Hill Rd
Darnestown, MD 20874"
10/21/2003,10/21/2003,Manor Village Ln,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Manor Village Ln
Rockville, MD 20853"
10/21/2003,10/22/2003,Cedarcrest Dr,Bethesda,MD,20814,Starpower,,1,,,,,,,,,,,Complaint,"Cedarcrest Dr
Bethesda, MD 20814"
10/21/2003,10/24/2003,Buxton Ter,Bethesda,MD,20817,Comcast,,,1,,,,,,,,,,Complaint,"Buxton Ter
Bethesda, MD 20817"
10/21/2003,10/24/2003,Tobytown Dr,Rockville,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Tobytown Dr
Rockville, MD 20854"
10/21/2003,10/21/2003,New Hampshire Av,Ashton,MD,20861,Comcast,,,,,,,,,1,,,,Complaint,"New Hampshire Av
Ashton, MD 20861"
10/21/2003,12/4/2003,Chartwell Manor Ct,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Chartwell Manor Ct
Potomac, MD 20854"
10/21/2003,10/23/2003,Hugo Cir,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Hugo Cir
Silver Spring, MD 20906"
10/21/2003,10/21/2003,New Hampshire Av,Ashton,MD,20861,Comcast,,,,,,,,,1,,,,Complaint,"New Hampshire Av
Ashton, MD 20861"
10/21/2003,11/27/2003,Blue Valley Ct,Silver Spring,MD,20904,Comcast,,,1,,,,,,,,,,Complaint,"Blue Valley Ct
Silver Spring, MD 20904"
10/21/2003,10/21/2003,LeVelle Dr,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"LeVelle Dr
Chevy Chase, MD 20815"
10/21/2003,10/27/2003,Tapiola Ct,Rockville,MD,20850,Comcast,1,,,,,,1,,,,,,Complaint,"Tapiola Ct
Rockville, MD 20850"
10/21/2003,10/22/2003,Mark Ct,Silver Spring,MD,20910,Starpower,,,1,,,,,,,,,,Complaint,"Mark Ct
Silver Spring, MD 20910"
10/22/2003,10/23/2003,Corner of Sligo Crk Pkwy and Cherry Av,Takoma Park,MD,20912,Comcast,,,,,,1,,,,,,,Complaint,"Corner of Sligo Crk Pkwy and Cherry Av
Takoma Park, MD 20912"
10/22/2003,10/23/2003,Beman Woods Ct,Potomac,MD,20854,Comcast,,,,,1,,,,,,,,Complaint,"Beman Woods Ct
Potomac, MD 20854"
10/22/2003,10/23/2003,Manor Village Ln,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Manor Village Ln
Rockville, MD 20853"
10/23/2003,10/23/2003,Belford Pl,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Belford Pl
Takoma Park, MD 20912"
10/23/2003,10/23/2003,"242nd Pl, SW",Edmonds,WA,98026,Comcast,1,,,,,,,,,,,1,Complaint,"242nd Pl, SW
Edmonds, WA 98026"
10/23/2003,10/31/2003,Fernwwod Rd,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,1,Complaint,"Fernwwod Rd
Bethesda, MD 20817"
10/23/2003,10/30/2003,West Main St #D,Norman,OK,73072,Comcast,1,,,,,,,,,,,1,Complaint,"West Main St #D
Norman, OK 73072"
10/24/2003,10/25/2003,Saint Ives Pl,Gaithersburg,MD,20877,Starpower,,,1,,,,,,,,,,Complaint,"Saint Ives Pl
Gaithersburg, MD 20877"
10/24/2003,11/6/2003,Coleridge Dr #101,Silver Spring,MD,20902,Comcast,,,1,,1,,,,,,,,Complaint,"Coleridge Dr #101
Silver Spring, MD 20902"
10/27/2003,11/26/2003,Tanager Ln,Potomac,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Tanager Ln
Potomac, MD 20854"
10/27/2003,11/7/2003,Summer Walk Dr,Gaithersburg,MD,20878,Comcast,,,1,,1,,,,,,,,Complaint,"Summer Walk Dr
Gaithersburg, MD 20878"
10/27/2003,11/4/2003,Chrisbar Ct,Germantown,MD,20874,Comcast,,,,,1,,,,,,,,Complaint,"Chrisbar Ct
Germantown, MD 20874"
10/27/2003,10/28/2003,Foreman Blvd,Clarksburg,MD,20871,Comcast,,,,,,1,,1,,,,,Complaint,"Foreman Blvd
Clarksburg, MD 20871"
10/27/2003,11/18/2003,North Commons Wy,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"North Commons Wy
Potomac, MD 20854"
10/27/2003,11/13/2003,Strathmore Av,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Strathmore Av
Kensington, MD 20895"
10/28/2003,11/14/2003,Harwood Rd,Bethesda,MD,20814,Comcast,,,1,,1,,,,,,,,Complaint,"Harwood Rd
Bethesda, MD 20814"
10/28/2003,10/29/2003,Waterside Ct,Germantown,MD,20874,Comcast,,,,,,,1,,,,,,Complaint,"Waterside Ct
Germantown, MD 20874"
10/28/2003,11/6/2003,Hall Rd,Potomac,MD,20854,Comcast,,,,,1,,,,,,,,Complaint,"Hall Rd
Potomac, MD 20854"
10/28/2003,10/28/2003,Kenhowe Dr,West Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Kenhowe Dr
West Bethesda, MD 20817"
10/28/2003,11/6/2003,Reserve Champion Dr #303,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Reserve Champion Dr #303
Rockville, MD 20850"
10/28/2003,10/29/2003,Buckboard Ct,Potomac,MD,20854,Comcast,1,,,1,,,,,,,,,Complaint,"Buckboard Ct
Potomac, MD 20854"
10/28/2003,10/31/2003,Garfield Dr,Gaithersburg,MD,20882,Comcast,,,,,1,,,,,,,,Complaint,"Garfield Dr
Gaithersburg, MD 20882"
10/30/2003,10/30/2003,Stonecutter Ct,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Stonecutter Ct
Gaithersburg, MD 20878"
10/30/2003,11/12/2003,Antares Dr,Gaithersburg,MD,20879,Comcast,,,1,,1,,,,,,,,Complaint,"Antares Dr
Gaithersburg, MD 20879"
10/30/2003,11/11/2003,Pond Rd,Ashton,MD,20861,Comcast,,,,,1,,,,,,,,Complaint,"Pond Rd
Ashton, MD 20861"
10/31/2003,4/21/2004,Saint Florence Ter,Olney,MD,20832,Comcast,,,,,,,,,,,,1,Complaint,"Saint Florence Ter
Olney, MD 20832"
10/31/2003,11/6/2003,Rannoch Rd,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Rannoch Rd
Bethesda, MD 20817"
10/31/2003,11/4/2003,Brickyard Rd,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Brickyard Rd
Potomac, MD 20854"
